row_id,theme,sentiment_word,sentiment_anls
2051,,,
2052,,,
2053,性价比;,高;,1;
2054,,,
2055,W;,好;,1;
2056,假货;,腐烂;,-1;
2057,座椅;有点;东西;高度;,低;别扭;合适;正好;,-1;-1;1;1;
2058,东西;,不错;,1;
2059,日用品;,不错;,1;
2060,老照片;,确实;,1;
2061,,,
2062,,,
2063,新鲜感;效果;,厉害;不错;,-1;1;
2064,味道;,好;,1;
2065,体重;衣服;儿子;,宽松;小;合适;,1;-1;1;
2066,价位;,快;,1;
2067,,,
2068,,,
2069,太阳;时候;,很强;清楚;,1;1;
2070,,,
2071,,,
2072,有机;牌子;,大;呛鼻;,-1;-1;
2073,,,
2074,质量;天气;,不错;好;,1;1;
2075,上衣;,肥大;,-1;
2076,笔盖套;,不爽;,-1;
2077,质量;,差;,-1;
2078,墨盒;,空;,-1;
2079,苹果;米老鼠;耳罩;耳;低音;有点;耳机;脖子;,好;傻;不错;舒服;好;完全;重;好;,1;-1;1;1;1;1;-1;1;
2080,吸力;,一般;,0;
2081,美白;,不错;,1;
2082,,,
2083,oral;,快;,1;
2084,传说;基本;时候;,白;粗;便宜;,-1;-1;1;
2085,外观;无线;缘故;,精美;好;方便;,1;1;1;
2086,质量;,不错;,1;
2087,,,
2088,,,
2089,,,
2090,字;,硬;,-1;
2091,效果;,明显;,1;
2092,粉质;,不错;,1;
2093,,,
2094,,,
2095,,,
2096,,,
2097,,,
2098,屯货;,迟;,1;
2099,东西;不值;订单;,不贵;毛躁;短;,1;-1;-1;
2100,味道;,臭;,-1;
2101,商品;态度;亚马逊;,很烂;高大;好;,-1;1;1;
2102,鞋子;活动;双鞋;,久;快;好;,0;1;1;
2103,总体;,一般;,0;
2104,,,
2105,东西;表面;,不错;很好;,1;1;
2106,毛毛;点点;货;,很软;贵;稳妥;,1;-1;1;
2107,M;衣;肩宽;胸围;,大;长;合适;大;,-1;1;1;-1;
2108,,,
2109,,,
2110,,,
2111,颗粒;,强;,-1;
2112,感觉;,好;,1;
2113,感觉;,清晰;,1;
2114,,,
2115,感觉;,清爽;,1;
2116,水流;,大;,-1;
2117,,,
2118,书;,好;,1;
2119,试用;,不错;,1;
2120,毛泽东;运动;,矛盾;盲动;,1;1;
2121,,,
2122,书;,好;,1;
2123,滋润;,耐用;,1;
2124,,,
2125,重量;移動;,簡單;方便;,1;1;
2126,内衣;,不错;,1;
2127,手;刷子;,大;小;,-1;-1;
2128,电池电量;,不足;,-1;
2129,孩子;,好;,1;
2130,评;,差;,-1;
2131,蚊香;,便宜;,1;
2132,,,
2133,,,
2134,比瑞吉;,香;,1;
2135,书;,不错;,1;
2136,口碑;洞洞;问题;孩子;,薄弱;完全;大;根本;,-1;1;-1;1;
2137,质量;,小;,-1;
2138,圈钱;,大;,-1;
2139,题;,新;,1;
2140,,,
2141,,,
2142,造型;帽檐;,精细;完美;,1;1;
2143,,,
2144,盒装;运输;,易;差;,1;-1;
2145,,,
2146,,,
2147,伞;遮阳;伞架;,大;好;快;,-1;1;1;
2148,味道;,好;,1;
2149,書名;,新穎;,1;
2150,,,
2151,质量;,薄;,-1;
2152,耳机;耳挂;磨损;退换货;,确实;容易;固定;爽快;,1;1;1;1;
2153,,,
2154,,,
2155,M;京东;,完全;恶劣;,1;-1;
2156,,,
2157,颜色;水;,很淡;很痛;,-1;-1;
2158,题;,便宜;,1;
2159,毛;,不好意思;,-1;
2160,,,
2161,质量;,好;,1;
2162,,,
2163,试用;,一般;,0;
2164,,,
2165,不锈钢;感觉;孩子;能用;,单薄;简单;不错;久;,-1;-1;1;0;
2166,亚马逊;,好;,1;
2167,东西;口感;,不错;不错;,1;1;
2168,想象;东西;密封;,舒服;牢靠;好;,1;1;1;
2169,感觉;,紧;,-1;
2170,消毒水;原木;,红;可耻;,1;-1;
2171,,,
2172,梳子;,确实;,1;
2173,,,
2174,物流;,假;,-1;
2175,保温;,不错;,1;
2176,异味;,不错;,1;
2177,真假;头香;,持久;不错;,1;1;
2178,制材;,厉害;,-1;
2179,发货;物流;,快;好;,1;1;
2180,,,
2181,,,
2182,购物;塑料袋;卖家;小时;,贵;全;粗暴;糟糕;,-1;1;-1;-1;
2183,,,
2184,水;,不易;,-1;
2185,用料;品牌;,大;好;,-1;1;
2186,,,
2187,味道;,怪异;,-1;
2188,网站;,少;,1;
2189,,,
2190,,,
2191,工作;,直接;,1;
2192,星空;,微博;,1;
2193,,,
2194,有点;透气性;,小;一般;,-1;0;
2195,,,
2196,入门;,很;,1;
2197,感觉;,不同;,1;
2198,内容;语音;,简单;简单;,-1;-1;
2199,风格;,好;,1;
2200,原装;人士;,合适;方便;,1;1;
2201,网速;频率;,确实;高;,1;1;
2202,东西;亚马逊;火星;,便宜;高;好;,1;1;1;
2203,朋友;,好;,1;
2204,质感;厚重感;,不错;易;,1;1;
2205,售后;购物;,友好;差;,1;-1;
2206,,,
2207,台湾;缘故;,敏感;明显;,1;1;
2208,保密性;,不错;,1;
2209,,,
2210,,,
2211,颗粒;狗;,大;不错;,-1;1;
2212,,,
2213,,,
2214,感觉;,不错;,1;
2215,,,
2216,,,
2217,评论;偏光;,不错;舒服;,1;1;
2218,,,
2219,外形;,不错;,1;
2220,说明书;坑人;,长;好;,1;1;
2221,东西;,不错;,1;
2222,,,
2223,省心;,真伪;,1;
2224,浪费;,差;,-1;
2225,,,
2226,,,
2227,产品;,很旧;,-1;
2228,异味;,很棒;,1;
2229,内容;,详实;,1;
2230,,,
2231,功能;,差;,-1;
2232,,,
2233,日本;保温;商场;,轻便;好;便宜;,1;1;1;
2234,效果;,好;,1;
2235,,,
2236,生产日期;,白;,-1;
2237,过敏;,好;,1;
2238,,,
2239,,,
2240,,,
2241,,,
2242,设计;质量;,不错;软;,1;-1;
2243,,,
2244,亚马逊;,不错;,1;
2245,,,
2246,亚马逊;,不错;,1;
2247,,,
2248,质量;评论;,差;根本;,-1;1;
2249,,,
2250,,,
2251,发货;订单;,快;容易;,1;1;
2252,杯子;有点;,好;浅;,1;-1;
2253,,,
2254,,,
2255,,,
2256,,,
2257,外观;,不错;,1;
2258,过敏;,模糊;,-1;
2259,评论;,合适;,1;
2260,封面;,旧;,-1;
2261,饺子;面包;,大;很大;,-1;1;
2262,拖把;,高;,1;
2263,感觉;缺点;人;,大;清楚;安全;,-1;1;1;
2264,味道;香气;想象;,成熟;很小;小;,1;1;-1;
2265,弹簧;,好;,1;
2266,质量;,好;,1;
2267,果汁机;价格;,不错;不贵;,1;1;
2268,效果;,旧;,-1;
2269,宝宝;,早;,1;
2270,物流;预计;比;S;,太慢;一般;大;大;,-1;0;-1;-1;
2271,总体;,大;,-1;
2272,,,
2273,,,
2274,,,
2275,价格;,不错;,1;
2276,东西;,不错;,1;
2277,琴弦;弦音;弦;,老;低;高;,-1;-1;1;
2278,,,
2279,正品;,舒服;,1;
2280,,,
2281,产品;定性;,稳定;快;,1;1;
2282,,,
2283,洗衣机;衣服;脏东西;,很脏;干净;好;,-1;1;1;
2284,商品;,厉害;,-1;
2285,,,
2286,EF;水;原装;感觉;货;,尖;大;细;好;差;,1;-1;-1;1;-1;
2287,,,
2288,购物;板子;淘宝;,薄;根本;久;,-1;1;0;
2289,,,
2290,宝贝;紫外线;,薄;贵;,-1;-1;
2291,,,
2292,黑色;,直接;,1;
2293,购物;,慢;,-1;
2294,优点;N95;,明显;方便;,1;1;
2295,,,
2296,尺寸;面料;质量;,合适;不错;不错;,1;1;1;
2297,电池;,短;,-1;
2298,,,
2299,书后;,近;,1;
2300,,,
2301,,,
2302,面膜;,不美;,-1;
2303,,,
2304,外文书;,难;,-1;
2305,液体;草莓;客服;,完全;直接;好;,1;1;1;
2306,桌子;桌布;,厉害;容易;,-1;1;
2307,眼镜;朝阳;灯光;,好;极佳;极佳;,1;1;1;
2308,专业;教材;,不错;耐心;,1;1;
2309,,,
2310,滋润;果味;,好;很淡;,1;-1;
2311,书写;芯略;,流畅;少;,1;1;
2312,,,
2313,子机;,坏;,-1;
2314,,,
2315,外形;,好;,1;
2316,商品;,坏;,-1;
2317,,,
2318,,,
2319,想象;矮点;,偏;便宜;,-1;1;
2320,牌子;,好;,1;
2321,塑料;耳机;磨损;环;,固定;容易;明显;重要;,1;1;1;1;
2322,太坑;不值;扇子;,完全;大;差;,1;-1;-1;
2323,功能;楼上楼下;,强大;好;,1;1;
2324,日本;韩国;,不懂;清洁;,1;1;
2325,时;,暖和;,1;
2326,关键;材料;价格;,久;痛;良心;,0;-1;1;
2327,价钱;刷毛;,便宜;容易;,1;1;
2328,,,
2329,女性;书;女人;,新;幸福;幸福;,1;1;1;
2330,充绒量;江淮地区;,暖和;一般;,1;0;
2331,,,
2332,,,
2333,,,
2334,杯子;,好;,1;
2335,知名度;原因;价格;,高;低;高;,1;-1;1;
2336,线稿;玫瑰;柠檬黄;橘黄色;,很大;淡;完全;配套;,1;-1;1;1;
2337,,,
2338,个人感觉;人;,好;粗浅;,1;-1;
2339,,,
2340,人民币;,明显;,1;
2341,,,
2342,个人感觉;价格;东西;原装;,好;好;确实;新;,1;1;1;1;
2343,,,
2344,羽绒;,大;,-1;
2345,电池;,方便;,1;
2346,,,
2347,尼克斯;,确实;,1;
2348,质量;,差;,-1;
2349,衣服;衣领;,差;宽;,-1;1;
2350,外观;损耗;,好;少;,1;1;
2351,,,
2352,生活;,充实;,1;
2353,客服;床头柜;,麻烦;配套;,-1;1;
2354,,,
2355,眼睛;商品;,不错;简陋;,1;-1;
2356,,,
2357,头皮;头发;,明显;方便;,1;1;
2358,,,
2359,,,
2360,,,
2361,,,
2362,质量;,粗糙;,-1;
2363,经销商;,精致;,1;
2364,,,
2365,小宝宝;粘胶;价钱;,清理;伤害;贵;,1;1;-1;
2366,折法;,好;,1;
2367,商品质量;价格;,差;差;,-1;-1;
2368,,,
2369,蓝牙;,粗糙;,-1;
2370,,,
2371,,,
2372,卓越;,丰富;,1;
2373,效果;,不错;,1;
2374,,,
2375,,,
2376,,,
2377,桌面;,容易;,1;
2378,柜门;,高;,1;
2379,面膜;东西;效果;,太薄;完时;不错;,0;1;1;
2380,感觉;基本;,最;难;,1;-1;
2381,,,
2382,,,
2383,出厂日期;,近;,1;
2384,,,
2385,橡胶;,太软;,-1;
2386,牌子;,差;,-1;
2387,,,
2388,专卖店;润肤露;香气;,香;稠度;持久;,1;1;1;
2389,亚马逊;味道;,明显;清爽;,1;1;
2390,牙齿;,白;,-1;
2391,,,
2392,说明书;,差;,-1;
2393,试验;无法;,有效;差;,1;-1;
2394,,,
2395,宝贝;,粗糙;,-1;
2396,邦尼;货;,一大;方便;,1;1;
2397,,,
2398,唇膏;,香;,1;
2399,碧玉;闹钟;电池;商品;,白;松动;强烈;严重;,-1;-1;1;-1;
2400,,,
2401,评论;,不错;,1;
2402,轮子;,正好;,1;
2403,客厅;,便宜;,1;
2404,泊;,方便;,1;
2405,时候;,根本;,1;
2406,粉色;,大全;,1;
2407,短裤;,成套;,1;
2408,,,
2409,,,
2410,,,
2411,生产日期;期;,失效;久;,-1;0;
2412,,,
2413,联系;,严重;,-1;
2414,震動;,一般;,0;
2415,斤量;,不足;,-1;
2416,,,
2417,作者;代码;,差;少;,-1;1;
2418,,,
2419,钻孔;,很;,1;
2420,,,
2421,产品;,精致;,1;
2422,空调;卫生;,健康;卫生;,1;1;
2423,新款;,模特;,1;
2424,质量;,太慢;,-1;
2425,内容;,细弱;,1;
2426,质量;,不错;,1;
2427,伊诗;,好;,1;
2428,味道;,强;,-1;
2429,,,
2430,罗技;品牌;定位;左键;,大;轻;很大;不灵;,-1;-1;1;-1;
2431,双;,差;,-1;
2432,奶嘴;品牌;想象;宝宝;弹性;,硬;很贵;大;清楚;慌;,-1;-1;-1;1;1;
2433,zhuai;,不错;,1;
2434,前段时间;时;,严重;光滑;,-1;1;
2435,袜子;,不错;,1;
2436,,,
2437,,,
2438,雷朋;镜子;,狼狈;大;,-1;-1;
2439,,,
2440,拖车;,舒服;,1;
2441,感觉;,旧;,-1;
2442,内容;,浅显;,-1;
2443,,,
2444,款式;麻烦;,新颖;麻烦;,1;-1;
2445,烤箱;瑕疵;,明显;高;,1;1;
2446,口感;,不错;,1;
2447,,,
2448,老公;,舒服;,1;
2449,,,
2450,,,
2451,味道;臭味;感觉;瓶口;东西;小心;,确实;难涂;笨;难;难;清楚;,1;1;-1;-1;-1;1;
2452,,,
2453,杯子;,不错;,1;
2454,爽肤水;感觉;,好;较慢;,1;1;
2455,时候;,郁闷;,-1;
2456,移动;,坏;,-1;
2457,笔头;价;东西;,良心;明显;单凑;,1;1;1;
2458,狗狗;,突然;,1;
2459,,,
2460,,,
2461,线头;品牌;,小;便宜;,-1;1;
2462,,,
2463,牌子;,细;,-1;
2464,内容;设计模式;,简单;较大;,-1;1;
2465,整体;镜头;手机;,方便;不错;挺好;,1;1;1;
2466,,,
2467,,,
2468,,,
2469,新手;上色;,好;好;,1;1;
2470,实惠;,清新;,1;
2471,学;,简单;,-1;
2472,价;感觉;,不错;便宜;,1;1;
2473,个人;,精细;,1;
2474,,,
2475,考试;习题;,顺利;直接;,1;1;
2476,玻璃;价格;,容易;坏;,1;-1;
2477,,,
2478,,,
2479,感觉;质地;,大;稀薄;,-1;-1;
2480,水;,慎重;,-1;
2481,剪刀;小巧;,好;耐用;,1;1;
2482,,,
2483,颜色;货品;,较大;根本;,1;1;
2484,书;,好;,1;
2485,东西;保质期;,不错;久;,1;0;
2486,外观;我用;东西;,漂亮;好;好;,1;1;1;
2487,,,
2488,效果;,着急;,-1;
2489,五星;四颗星;星;书;,严重;一般;一般;大;,-1;0;0;-1;
2490,儿歌;,大;,-1;
2491,速度;,精致;,1;
2492,牙刷;,很小;,1;
2493,东西;区别;m;,差;最高;贵;,-1;1;-1;
2494,官;,凌乱;,-1;
2495,,,
2496,效果;老公;,明显;低;,1;-1;
2497,,,
2498,时间;新生;,一般;安全;,0;1;
2499,问题;,厉害;,-1;
2500,吸力;宝宝;,大;不错;,-1;1;
2501,桌面;人声;乐器;,差;高;大;,-1;1;-1;
2502,,,
2503,反应;,慢;,-1;
2504,亚马逊;,耐心;,1;
2505,质量;,好;,1;
2506,身体;味道;质地;,便宜;小;很稀;,1;-1;1;
2507,质量;木板;,差;麻烦;,-1;-1;
2508,CD;,麻烦;,-1;
2509,,,
2510,,,
2511,书;,差;,-1;
2512,,,
2513,,,
2514,瓶水;面膜;,成套;最;,1;1;
2515,外观;,不错;,1;
2516,裂口;,粗糙;,-1;
2517,灰尘;洗衣机;,清洁;空;,1;-1;
2518,,,
2519,产品;声音;,好;小;,1;-1;
2520,,,
2521,,,
2522,东西;,疯狂;,-1;
2523,妈妈;,方便;,1;
2524,太;筷子;,单薄;粗;,-1;-1;
2525,,,
2526,东西;亚马逊;客服;,好;快;认真;,1;1;1;
2527,,,
2528,优点;缺点;,轻松;清凉;,1;1;
2529,外壳;卓越;,严重;很大;,-1;1;
2530,,,
2531,衣服;运费;,清楚;贵;,1;-1;
2532,,,
2533,,,
2534,感觉;,准确;,1;
2535,,,
2536,说明书;,麻烦;,-1;
2537,书;,不错;,1;
2538,,,
2539,刀架;,仔细;,1;
2540,,,
2541,枕套;,碎;,-1;
2542,,,
2543,质量;卡扣;,差;坏;,-1;-1;
2544,隔离霜;,好;,1;
2545,,,
2546,效果;,好;,1;
2547,,,
2548,镂空;,好;,1;
2549,,,
2550,灰用;价格;,不错;贵;,1;-1;
2551,手;,烂;,-1;
2552,机器;,完后;,1;
2553,质量;,简单;,-1;
2554,床垫;,黄;,1;
2555,,,
2556,声场;秒杀;,很大;好;,1;1;
2557,,,
2558,,,
2559,居家;,仔细;,1;
2560,肉;,有效;,1;
2561,,,
2562,水;,麻烦;,-1;
2563,门;手;地址;,差;好;很慢;,-1;1;-1;
2564,,,
2565,,,
2566,,,
2567,灰色;,够数;,1;
2568,,,
2569,透气;,大;,-1;
2570,,,
2571,,,
2572,感觉;,不涂;,1;
2573,洋鬼子;垃圾;,少;适易;,1;1;
2574,效果;,好;,1;
2575,,,
2576,,,
2577,宝丽来;画质;机身;instax;,小;很贵;巨大;难;,-1;-1;0;-1;
2578,礼拜;情况;质量;,坏;便宜;差;,-1;1;-1;
2579,,,
2580,,,
2581,读卡器;,愉快;,1;
2582,,,
2583,咖啡粉;,苦涩;,-1;
2584,,,
2585,日本;,不错;,1;
2586,,,
2587,内容;,枯燥;,-1;
2588,,,
2589,残品;麻烦;,严重;麻烦;,-1;-1;
2590,味道;,小;,-1;
2591,,,
2592,感觉;,好;,1;
2593,,,
2594,,,
2595,,,
2596,专柜;卓越;小时;香水;,香;完全;短;好;,1;1;-1;1;
2597,坑人;,根本;,1;
2598,佳明;,贵;,-1;
2599,发货;,一般;,0;
2600,外观;,方便;,1;
2601,,,
2602,,,
2603,味道;,不错;,1;
2604,,,
2605,时候;,脏;,-1;
2606,京东;,坏;,-1;
2607,调音器;,很好;,1;
2608,文字;,枯燥;,-1;
2609,纸;,薄;,-1;
2610,面料;,好;,1;
2611,iris;,大;,-1;
2612,亚马逊;尺寸;料子;,大;大;舒适;,-1;-1;1;
2613,,,
2614,黑头;,神奇;,1;
2615,膜;,差;,-1;
2616,专柜;过会儿;效果;白头;感觉;,挺疼;好;好;清洁;温和;,1;1;1;1;1;
2617,,,
2618,大人;,香;,1;
2619,细究;塑料;,高;麻烦;,1;-1;
2620,,,
2621,质量;,一般;,0;
2622,地方;,少;,1;
2623,,,
2624,,,
2625,亚马逊;,认真;,1;
2626,,,
2627,,,
2628,标签;,完好;,1;
2629,速度;彩色;,很大;好;,1;1;
2630,,,
2631,东西;,好;,1;
2632,三合板;,一般;,0;
2633,感觉;咖啡;,不足;不足;,-1;-1;
2634,效果;职业;,不错;愚蠢;,1;-1;
2635,,,
2636,书;,清楚;,1;
2637,驱蚊;,好;,1;
2638,质量;衣服;,差;仔细;,-1;1;
2639,,,
2640,秒;星;图案;,偏贵;柔软;鲜艳;,-1;1;1;
2641,凳子;,一般;,0;
2642,咖啡;全部;,少;冷;,1;-1;
2643,,,
2644,想象;,高;,1;
2645,,,
2646,,,
2647,作品;,稀;,1;
2648,内容;,不易;,-1;
2649,,,
2650,商品;意见;时候;,严肃;低;烦心;,-1;-1;1;
2651,学习桌;,很棒;,1;
2652,高音;,短;,-1;
2653,bantam;印刷;,黑;清晰;,-1;1;
2654,宝宝;,丑;,-1;
2655,,,
2656,,,
2657,理由;螺丝;心想;音箱;动态;,小;不妙;小;大;大;,-1;-1;-1;-1;-1;
2658,牌子;,紧;,-1;
2659,,,
2660,狗狗;,蓬松;,0;
2661,,,
2662,速度;厕所;,明显;不满;,1;-1;
2663,密封;,厚重;,1;
2664,客服;,愉快;,1;
2665,颜色;,好;,1;
2666,味道;布偶;,很小;大;,1;-1;
2667,日本;无法;,太软;高;,-1;1;
2668,不太能;,浓;,1;
2669,,,
2670,问题;,成功;,1;
2671,味道;太簿;,香;方便;,1;1;
2672,分量;,好;,1;
2673,感觉;,一般;,0;
2674,,,
2675,产品;衣服;材料;网队;,新;很小;细;明显;,1;1;-1;1;
2676,信任;纸质;,好;很滑;,1;1;
2677,评价;,完全;,1;
2678,,,
2679,,,
2680,伞枝;,便宜;,1;
2681,功能;,高;,1;
2682,柜子;门把手;,慢;别扭;,-1;-1;
2683,天;数据线;U盘;文件;系统;,慢;坏;不错;慢;快;,-1;-1;1;-1;1;
2684,信息量;,很大;,1;
2685,,,
2686,物流;总体;,神奇;不错;,1;1;
2687,,,
2688,易皱;质量;,固定;差;,1;-1;
2689,商品;,明显;,1;
2690,价钱;外观;,便宜;厚;,1;1;
2691,,,
2692,奶粉;,容易;,1;
2693,,,
2694,大用处;,很大;,1;
2695,想象;,粗糙;,-1;
2696,烟灰缸;,典雅;,1;
2697,,,
2698,衣服;,根本;,1;
2699,绳子;,坏;,-1;
2700,,,
2701,价钱;品牌;,稳定;好;,1;1;
2702,货;韵;省事;螺丝;袋子;质量;,好;完整;不同;不同;惊艳;好;,1;1;1;1;1;1;
2703,挺棒;,重;,-1;
2704,变化;,一般;,0;
2705,狗狗;品牌;,好;假;,1;-1;
2706,效果;,完全;,1;
2707,味道;,持久;,1;
2708,价格;,高;,1;
2709,口红;,干涩;,-1;
2710,,,
2711,,,
2712,味道;分量;,很大;足;,1;1;
2713,质量;,不错;,1;
2714,,,
2715,,,
2716,,,
2717,家人;,好;,1;
2718,,,
2719,发货;预计;卡通;高密度;,慢;不错;不错;硬;,-1;1;1;-1;
2720,头部;,小;,-1;
2721,,,
2722,有点;,大;,-1;
2723,,,
2724,作者;思路;,强;清晰;,-1;1;
2725,机器;检测;,连;明细;,1;1;
2726,,,
2727,内容;纸质;,好;不错;,1;1;
2728,,,
2729,卓越;,瘪;,-1;
2730,,,
2731,感觉;,清洁;,1;
2732,质量;,大;,-1;
2733,东西;,根本;,1;
2734,,,
2735,开箱;设计;,固定;不错;,1;1;
2736,,,
2737,东西;太重;回国;亚马逊;感觉;,很棒;懒;突然;舒服;好;,1;-1;1;1;1;
2738,延时;,敏感;,1;
2739,,,
2740,杂志社;,好;,1;
2741,,,
2742,,,
2743,,,
2744,传说;,持久;,1;
2745,书;袋子;,不错;脏;,1;-1;
2746,犯罪;格雷格;对话;形式;凶手;,合适;好;拖沓;快进;恐怖;,1;1;-1;1;-1;
2747,,,
2748,产品;,完全;,1;
2749,,,
2750,乐高;AMAZON;,正好;不错;,1;1;
2751,,,
2752,,,
2753,感觉;,牢靠;,1;
2754,,,
2755,,,
2756,,,
2757,有点;材料;,粗糙;单薄;,-1;-1;
2758,朋友;,不错;,1;
2759,人;线;外观;线条;价格;,一般;平庸;确实;一般;确实;,0;0;1;0;1;
2760,,,
2761,,,
2762,牙线;,好;,1;
2763,发货;,不错;,1;
2764,功能;感觉;同桌;毛孔;,好;嫩;细;很大;,1;-1;-1;1;
2765,乳胶;整体;,最贵;偏软;,1;-1;
2766,右键;,好;,1;
2767,牙龈;起毛;,舒服;较硬;,1;1;
2768,东西;人;P;时;现金;笑容;,较大;谦和;很诚;方便;充满;很好;,1;1;1;1;1;1;
2769,,,
2770,收货;缺口;镜腿;,小;固定;少;,-1;1;1;
2771,颜色;实物;,艳丽;靓;,1;1;
2772,,,
2773,书;发货;,不错;快;,1;1;
2774,下单;,早;,1;
2775,,,
2776,妹妹;,好;,1;
2777,牙线;材质;,好;牢固;,1;1;
2778,头发;油腻;,毛躁;好;,-1;1;
2779,,,
2780,缺点;褶皱;脚后跟;性价比;知名度;机会;,容易;明显;好;高;低;不烂;,1;1;1;1;-1;1;
2781,照片;,一般;,0;
2782,,,
2783,开口;,便宜;,1;
2784,,,
2785,色差;,脏;,-1;
2786,小巧;,好;,1;
2787,,,
2788,,,
2789,气味;底座;加工;,很大;稳定;好;,1;1;1;
2790,货;,脏;,-1;
2791,质量;,新;,1;
2792,质量;,不错;,1;
2793,,,
2794,时候;,乐;,1;
2795,磨砂;,厉害;,-1;
2796,價格;,便宜;,1;
2797,,,
2798,,,
2799,颜色;,漂亮;,1;
2800,商家;气味;味道;N;,明显;很大;严重;慎重;,1;1;-1;-1;
2801,,,
2802,,,
2803,内容;,简单;,-1;
2804,,,
2805,信号;,老;,-1;
2806,,,
2807,,,
2808,价格;东西;,贵;好;,-1;1;
2809,连;,贵;,-1;
2810,感觉;,一般;,0;
2811,,,
2812,优盘;,短;,-1;
2813,头象;,好;,1;
2814,,,
2815,java;,仔细;,1;
2816,移动;,重;,-1;
2817,鼠标;,坏;,-1;
2818,,,
2819,,,
2820,产品;感觉;,好;简陋;,1;-1;
2821,,,
2822,,,
2823,,,
2824,美观;,精致;,1;
2825,,,
2826,正品;,仔细;,1;
2827,,,
2828,,,
2829,有点;,贵;,-1;
2830,通病;,难;,-1;
2831,,,
2832,,,
2833,,,
2834,泡沫;ole;,强;差;,-1;-1;
2835,,,
2836,,,
2837,孩子;主意;,大;小;,-1;-1;
2838,哈市;,很大;,1;
2839,手感;,好;,1;
2840,亚马逊;差差;,差;小;,-1;-1;
2841,,,
2842,,,
2843,,,
2844,宝宝;,根本;,1;
2845,朋友;,重;,-1;
2846,,,
2847,质量;M;产品;优势;,不错;不同;很大;方便;,1;1;1;1;
2848,活动;,差;,-1;
2849,质量;外形;同事;损失;,不错;差;少;好;,1;-1;1;1;
2850,,,
2851,填充物;,少;,1;
2852,产品;,不错;,1;
2853,太次啦;,假;,-1;
2854,,,
2855,,,
2856,朋友;,一般;,0;
2857,,,
2858,产品;时间;气压;,高;长;大;,1;1;-1;
2859,感觉;,不错;,1;
2860,胶片;色彩;片子;扫描仪;配件;,很棒;红;好;强;饱和;,1;1;1;-1;1;
2861,效果;味道;,不错;好;,1;1;
2862,人;,不错;,1;
2863,感觉;,少;,1;
2864,,,
2865,发货;,脏;,-1;
2866,底盘;有点;,轻;稳;,-1;1;
2867,想象;噪音;,好;大;,1;-1;
2868,东西;,便宜;,1;
2869,,,
2870,插头;,薄;,-1;
2871,,,
2872,,,
2873,机器;,根本;,1;
2874,,,
2875,狗狗;,长;,1;
2876,有点;面料;透气性;,长;柔软;一般;,1;1;0;
2877,瓦;,一般;,0;
2878,,,
2879,感觉;,不错;,1;
2880,黑人;泡泡;,很甜;清新;,1;1;
2881,速度;M;评价;发票;证明;,完全;根本;好;根本;假;,1;1;1;1;-1;
2882,东西;容量;价格;,好;大;不错;,1;-1;1;
2883,,,
2884,假货;,顺畅;,1;
2885,行车;,方便;,1;
2886,,,
2887,无法;,简陋;,-1;
2888,评论;价格;,合适;虚高;,1;-1;
2889,卓越;,慢;,-1;
2890,塑料盒;,侥幸;,1;
2891,设计;孔;,薄;舒服;,-1;1;
2892,宝贝;有点;,很小;小;,1;-1;
2893,,,
2894,味道;信任;,高;爽健;,1;1;
2895,咖啡机;,均匀;,1;
2896,,,
2897,,,
2898,真假;logo;感觉;,长;完全;粗糙;,1;1;-1;
2899,凌仕;程度;,一般;有限;,0;-1;
2900,,,
2901,干性;,很重;,-1;
2902,,,
2903,,,
2904,,,
2905,字;手感;,粗细;细致;,1;1;
2906,,,
2907,,,
2908,材质;龙头;,重要;全;,1;1;
2909,货;,好;,1;
2910,,,
2911,,,
2912,依云;雾化;面积;头发;嘴;,最细;严重;大;方便;高;,1;-1;-1;1;1;
2913,口罩;,固定;,1;
2914,货物;保温;,蛮好;完全;,1;1;
2915,时候;档;牙龈;压力;,强;容易;明显;不足;,-1;1;1;-1;
2916,图;,完全;,1;
2917,亚马逊;,简单;,-1;
2918,nuk;,不错;,1;
2919,原书;,完全;,1;
2920,,,
2921,,,
2922,有误;,模糊;,-1;
2923,,,
2924,,,
2925,有效期;,短;,-1;
2926,,,
2927,,,
2928,,,
2929,型号;,便宜;,1;
2930,,,
2931,,,
2932,,,
2933,读者;,好;,1;
2934,印刷;书;,高;糟糕;,1;-1;
2935,价格;,不错;,1;
2936,,,
2937,纸;,单薄;,-1;
2938,帮别人;,不错;,1;
2939,,,
2940,正品;,好;,1;
2941,,,
2942,,,
2943,印刷;,好;,1;
2944,外观;抽柜;配件;活扣;,一般;较差;少;粗心;,0;1;1;-1;
2945,,,
2946,牌子;,忠实;,1;
2947,东西;,严重;,-1;
2948,东西;,烂;,-1;
2949,时间;质量;,不均;差;,-1;-1;
2950,,,
2951,,,
2952,,,
2953,,,
2954,,,
2955,套装;,好;,1;
2956,,,
2957,,,
2958,想象;,厚实;,1;
2959,,,
2960,香味;,淡;,-1;
2961,手机;,遗憾;,-1;
2962,方法;,肤浅;,-1;
2963,,,
2964,,,
2965,速度;质量;,好;一般;,1;0;
2966,面膜;,无功;,1;
2967,效果;,有限;,-1;
2968,,,
2969,,,
2970,部分;,浅;,-1;
2971,,,
2972,,,
2973,,,
2974,质量;价格;,一般;高;,0;1;
2975,,,
